#2026-09-25
0050C2FCC	Soudronic AG	CH
0050C2FCD	Jinyoung Contech	KR
0050C2FCE	KOYO ELECTRIC	JP
0050C2FCF	DINTEK Shanghai Electronic Ltd	CN
0050C2FD0	Simple Solutions	DE
0050C2FD1	Enyx SA	FR
0050C2FD2	Autonomic Controls. Inc	US
0050C2FD3	Aster Electric Co.,Ltd.	JP
0050C2FD4	Insitu, Inc	US
0050C2FD5	American Microsystems, Ltd.	US
0050C2FD6	City Computing Ltd	GB
0050C2FD7	DEUTA-WERKE GmbH	US
0050C2FD8	Ease Inc.	JP
0050C2FD9	Figment Design Laboratories	US
0050C2FDA	Bucher Automation Budapest	HU
0050C2FDB	The Security Center Inc	US
0050C2FDC	QUERCUS TECHNOLOGIES, S.L.	ES
0050C2FDD	Toptech Systems, Inc.	US
0050C2FDE	Peek Traffic	US
0050C2FDF	ACD Elektronik GmbH	DE
0050C2FE0	Azurtest	JP
0050C2FE1	dotOcean	BE
0050C2FE2	Pulsotronic Anlagentechnik GmbH	DE
0050C2FE3	Private
0050C2FE4	RTT Mobile Interpretation	US
0050C2FE5	ScandiNova Systems	SE
0050C2FE6	Exibea AB	SE
0050C2FE7	Erhardt+Leimer GmbH	DE
0050C2FE8	Mango DSP, Inc.	US
0050C2FE9	MB connect line GmbH Fernwartungssysteme	DE
0050C2FEA	Brunel GmbH Section Communications	DE
0050C2FEB	Axible Technologies	FR
0050C2FEC	First System Technology Co., Ltd.	US
0050C2FED	LOGISOL Kft.	US
0050C2FEE	Sparks Instruments SA	CH
0050C2FEF	Task Sistemas de Computacao	BR
0050C2FF0	GD Mission Systems	US
0050C2FF1	DiTEST Fahrzeugdiagnose GmbH	AT
0050C2FF2	GLOBALCOM ENGINEERING SRL	IT
0050C2FF3	CONTROL SYSTEMS Srl	IT
0050C2FF4	Burk Technology	US
0050C2FF5	Flexkom Internet Pazarlama Bilipim ve Eoitim Hiz.Inp.Mim.Muh.Oto.Enerji San. Tic. A.p.	TR
0050C2FF6	Booyco Electronics	ZA
0050C2FF7	Human Intech	KR
0050C2FF8	KST technology	KR
0050C2FF9	AVA Monitoring AB	SE
0050C2FFA	Nupoint Systems Inc.	CA
0050C2FFB	SEFRAM	FR
0050C2FFC	Spirent Communications	US
0050C2FFD	Touchless Biometric Systems AG	CH
0050C2FFE	Sensata Technologies	US
0050C2FFF	MSR-Solutions GmbH	DE
0050C4	IMD	DE
0050C5	ADS Technologies, Inc	US
0050C6	LOOP TELECOMMUNICATION INTERNATIONAL, INC.	TW
0050C7	Private
0050C8	Addonics Technologies, Inc.	US
0050C9	MASPRO DENKOH CORP.	JP
0050CA	Zhone Technologies, Inc.	US
0050CB	Bucher Automation AG	DE
0050CC	Seagate Cloud Systems Inc	US
0050CD	DIGIANSWER A/S	DK
0050CE	LG INTERNATIONAL CORP.	KR
0050CF	VANLINK COMMUNICATION TECHNOLOGY RESEARCH INSTITUTE	CN
0050D0	MINERVA SYSTEMS	US
0050D1	Cisco Systems, Inc	US
0050D2	CMC Electronics Inc	CA
0050D3	DIGITAL AUDIO PROCESSING PTY. LTD.	AU
0050D4	JOOHONG INFORMATION &	KR
0050D5	AD SYSTEMS CORP.	JP
0050D6	ATLAS COPCO TOOLS AB	SE
0050D7	TELSTRAT	US
0050D8	UNICORN COMPUTER CORP.	TW
0050D9	ENGETRON-ENGENHARIA ELETRONICA IND. e COM. LTDA	BR
0050DA	3COM	US
0050DB	CONTEMPORARY CONTROL	US
0050DC	TAS TELEFONBAU A. SCHWABE GMBH & CO. KG	DE
0050DD	SERRA SOLDADURA, S.A.	ES
0050DE	SIGNUM SYSTEMS CORP.	US
0050DF	AirFiber, Inc.	US
0050E1	NS TECH ELECTRONICS SDN BHD	SG
0050E2	Cisco Systems, Inc	US
0050E3	Commscope	US
0050E4	Apple, Inc.	US
0050E6	HAKUSAN CORPORATION	JP
0050E7	PARADISE INNOVATIONS (ASIA)	SG
0050E8	Nomadix, Inc	US
0050EA	XEL COMMUNICATIONS, INC.	US
0050EB	ALPHA-TOP CORPORATION	TW
0050EC	OLICOM A/S	DK
0050ED	ANDA NETWORKS	US
0050EE	TEK DIGITEL CORPORATION	US
0050EF	SPE Systemhaus GmbH	DE
0050F0	Cisco Systems, Inc	US
0050F1	Maxlinear, Inc	IL
0050F2	MICROSOFT CORP.	US
0050F3	GLOBAL NET INFORMATION CO., Ltd.	CN
0050F4	SIGMATEK GMBH & CO. KG	AT
0050F6	PAN-INTERNATIONAL INDUSTRIAL CORP.	TW
0050F7	VENTURE MANUFACTURING (SINGAPORE) LTD.	SG
0050F8	ENTREGA TECHNOLOGIES, INC.	US
0050F9	Sensormatic Electronics LLC	US
0050FA	OXTEL, LTD.	GB
0050FB	VSK ELECTRONICS	BE
0050FC	Edimax Technology Co. Ltd.	TW
0050FD	VISIONCOMM CO., LTD.	KR
0050FE	PCTVnet ASA	NO
0050FF	HAKKO ELECTRONICS CO., LTD.	JP
0051ED	LG Innotek	KR
005218	Wuxi Keboda Electron Co.Ltd	CN
005245	GANATECHWIN	KR
0052C2	peiker acustic GmbH	DE
0052C8	Made Studio Design Ltd.	TW
00549F	Avaya Inc	US
0054AF	AUMOVIO Systems, Inc.	US
0054BD	Swelaser AB	SE
0055B1	Shanghai Baud Data Communication Co.,Ltd.	CN
0055DA	IEEE Registration Authority	US
0055DA0	Shinko Technos co.,ltd.	JP
0055DA1	KoolPOS Inc.	CN
0055DA2	Beijing Connected Information Technology Co.,Ltd.	CN
0055DA3	Novexx Solutions GmbH	DE
0055DA4	Datapath Limited	GB
0055DA5	Nanoleaf	CA
0055DA6	OOO "DEKATRON"	RU
0055DA7	LUCISTECHNOLOGIES（SHANGHAI）CO.,LTD	CN
0055DA8	BroadSoft, Inc.	US
0055DA9	Quantum Communication Technology Co., Ltd.,Anhui	CN
0055DAA	Speechlab	NL
0055DAB	Interaxon Inc	CA
0055DAC	Donguan WideLink Communication Technology Co.,Ltd.	CN
0055DAD	Arrow Electronics,Inc.	US
0055DAE	Victorsure Limited	HK
0055DAF	Private
00562B	Cisco Systems, Inc	US
00566D	Huawei Device Co., Ltd.	CN
0056CD	Apple, Inc.	US
0056F1	zte corporation	CN
0057C1	LG Electronics (Mobile Communications)	KR
0057D2	Cisco Systems, Inc	US
005828	Axon Networks Inc.	US
00583F	PC Aquarius	RU
005907	LenovoEMC Products USA, LLC	US
00596C	Cisco Systems, Inc	US
005979	Networked Energy Services	US
0059AC	KPN. B.V.	NL
0059DC	Cisco Systems, Inc	US
005A13	HUAWEI TECHNOLOGIES CO.,LTD	CN
005A39	SHENZHEN FAST TECHNOLOGIES CO.,LTD	CN
005B94	Apple, Inc.	US
005BA1	shanghai huayuan chuangxin software CO., LTD.	CN
005C86	SHENZHEN FAST TECHNOLOGIES CO.,LTD	CN
005CB1	Gospell DIGITAL TECHNOLOGY CO., LTD	CN
005CC2	SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.	CN
005D03	Xilinx, Inc	US
005D73	Cisco Systems, Inc	US
005E0C	HMD Global Oy	FI
005F67	TP-Link Systems Inc	US
005F86	Cisco Systems, Inc	US
005FBF	Toshiba Corp.	JP
006000	XYCOM INC.	US
006001	InnoSys, Inc.	US
006002	SCREEN SUBTITLING SYSTEMS, LTD	GB
006003	TERAOKA WEIGH SYSTEM PTE, LTD.	SG
006004	COMPUTADORES MODULARES SA	ES
006005	Touchstar ATC Limited	GB
006006	SOTEC CO., LTD	JP
006007	ACRES GAMING, INC.	US
006008	3COM	US
006009	Cisco Systems, Inc	US
00600A	SORD COMPUTER CORPORATION	JP
00600B	LOGWARE GmbH	DE
00600C	Eurotech Inc.	US
00600D	Digital Logic GmbH	DE
00600E	WAVENET INTERNATIONAL, INC.	CA
00600F	Westell Technologies Inc.	US
006010	NETWORK MACHINES, INC.	US
006011	CRYSTAL SEMICONDUCTOR CORP.	US
006012	POWER COMPUTING CORPORATION	US
006013	NETSTAL MASCHINEN AG	CH
006014	EDEC CO., LTD.	JP
006015	NET2NET CORPORATION	US
006016	CLARIION	US
006017	TOKIMEC INC.	JP
006018	STELLAR ONE CORPORATION	US
006019	Roche Diagnostics	US
00601A	KEITHLEY INSTRUMENTS	US
00601B	MESA ELECTRONICS	US
00601C	TELXON CORPORATION	US
00601D	LUCENT TECHNOLOGIES	US
00601E	SOFTLAB, INC.	US
00601F	STALLION TECHNOLOGIES	AU
006020	PIVOTAL NETWORKING, INC.	US
006021	DSC CORPORATION	JP
006022	VICOM SYSTEMS, INC.	US
006023	PERICOM SEMICONDUCTOR CORP.	US
006024	GRADIENT TECHNOLOGIES, INC.	US
006025	ACTIVE IMAGING PLC	GB
006026	VIKING Modular Solutions	US
006027	Superior Modular Products	US
006028	MACROVISION CORPORATION	US
006029	CARY PERIPHERALS INC.	CA
00602A	SYMICRON COMPUTER COMMUNICATIONS, LTD.	US
00602B	PEAK AUDIO	US
00602C	LINX Data Terminals, Inc.	US
00602D	ALERTON TECHNOLOGIES, INC.	US
00602E	CYCLADES CORPORATION	US
00602F	Cisco Systems, Inc	US
006030	VILLAGE TRONIC ENTWICKLUNG	DE
006031	HRK SYSTEMS	ZA
006032	I-CUBE, INC.	US
006033	ACUITY IMAGING, INC.	US
006034	ROBERT BOSCH GmbH	DE
006035	DALLAS SEMICONDUCTOR, INC.	US
006036	AIT Austrian Institute of Technology GmbH	AT
006037	NXP Semiconductors	NL
006038	Nortel Networks	CA
006039	SanCom Technology, Inc.	US
00603A	QUICK CONTROLS LTD.	GB
00603B	AMTEC spa	IT
00603C	HAGIWARA SYS-COM CO., LTD.	JP
00603D	3CX	US
00603E	Cisco Systems, Inc	US
00603F	PATAPSCO DESIGNS	US
006040	NETRO CORP.	US
006041	Yokogawa Digital Computer Corporation	JP
006042	TKS (USA), INC.	US
006043	iDirect, INC.	US
006044	LITTON/POLY-SCIENTIFIC	US
006045	PATHLIGHT TECHNOLOGIES	US
006046	VMETRO, INC.	US
006047	Cisco Systems, Inc	US
006048	Dell EMC	US
006049	VINA TECHNOLOGIES	US
00604A	SAIC IDEAS GROUP	US
00604B	Safe-com GmbH & Co. KG	DE
00604C	Sagemcom Broadband SAS	FR
00604D	MMC NETWORKS, INC.	US
00604E	CYCLE COMPUTER CORPORATION, INC.	US
00604F	Tattile SRL	JP
006050	INTERNIX INC.	JP
006051	QUALITY SEMICONDUCTOR	US
006052	PERIPHERALS ENTERPRISE CO., Ltd.	TW
006053	TOYODA MACHINE WORKS, LTD.	JO
006054	CONTROLWARE GMBH	DE
006055	CORNELL UNIVERSITY	US
006056	NETWORK TOOLS, INC.	US
006057	Murata Manufacturing Co., Ltd.	JP
006058	COPPER MOUNTAIN COMMUNICATIONS, INC.	US
006059	TECHNICAL COMMUNICATIONS CORP.	US
00605A	CELCORE, INC.	US
00605B	IntraServer Technology, Inc.	US
00605C	Cisco Systems, Inc	US
00605D	SCANIVALVE CORP.	US
00605E	LIBERTY TECHNOLOGY NETWORKING	ZA
00605F	NIPPON UNISOFT CORPORATION	JP
006060	Data Innovations North America	US
006061	WHISTLE COMMUNICATIONS CORP.	US
006062	TELESYNC, INC.	US
006063	PSION DACOM PLC.	GB
006064	NETCOMM LIMITED	AU
006065	B&R Industrial Automation GmbH	AT
006066	LACROIX Trafic	FR
006067	ACER NETXUS INC.	TJ
006068	Dialogic Corporation	CA
006069	Brocade Communications Systems LLC	US
00606A	MITSUBISHI WIRELESS COMMUNICATIONS. INC.	US
00606B	Synclayer Inc.	JP
00606C	ARESCOM	US
00606D	DIGITAL EQUIPMENT CORP.	US
00606E	DAVICOM SEMICONDUCTOR, INC.	US
00606F	CLARION CORPORATION OF AMERICA	US
006070	Cisco Systems, Inc	US
006071	MIDAS LAB, INC.	JP
006072	VXL INSTRUMENTS, LIMITED	IN
006073	REDCREEK COMMUNICATIONS, INC.	US
006074	QSC LLC	US
006075	PENTEK, INC.	US
006076	SCHLUMBERGER TECHNOLOGIES RETAIL PETROLEUM SYSTEMS	US
006077	PRISA NETWORKS	US
006078	POWER MEASUREMENT LTD.	CA
006079	Mainstream Data, Inc.	US
00607A	DVS GMBH	DE
00607B	FORE SYSTEMS, INC.	US
00607C	WaveAccess, Ltd.	IL
00607D	SENTIENT NETWORKS INC.	US
00607E	GIGALABS, INC.	US
00607F	AURORA TECHNOLOGIES, INC.	US
006080	MICROTRONIX DATACOM LTD.	CA
006081	TV/COM INTERNATIONAL	US
006082	NOVALINK TECHNOLOGIES, INC.	US
006083	Cisco Systems, Inc	US
006084	DIGITAL VIDEO	US
006085	Storage Concepts	US
006086	LOGIC REPLACEMENT TECH. LTD.	GB
006087	KANSAI ELECTRIC CO., LTD.	JO
006088	Analog Devices, Inc.	US
006089	XATA	US
00608A	CITADEL COMPUTER	US
00608B	ConferTech International	US
00608C	3COM	US
00608D	UNIPULSE CORP.	JO
00608E	HE ELECTRONICS, TECHNOLOGIE & SYSTEMTECHNIK GmbH	DE
00608F	TEKRAM TECHNOLOGY CO., LTD.	TW
006090	Artiza Networks Inc	JP
006091	FIRST PACIFIC NETWORKS, INC.	US
006092	MICRO/SYS, INC.	US
006093	VARIAN	US
006094	IBM Corp	US
006095	ACCU-TIME SYSTEMS, INC.	US
006096	T.S. MICROTECH INC.	US
006097	3COM	US
006098	HT COMMUNICATIONS	US
006099	SBE, Inc.	US
00609A	NJK TECHNO CO.	JP
00609B	AstroNova, Inc	US
00609C	Perkin-Elmer Incorporated	US
00609D	PMI FOOD EQUIPMENT GROUP	US
00609E	ASC X3 - INFORMATION TECHNOLOGY STANDARDS SECRETARIATS	US
00609F	PHAST CORPORATION	US
0060A0	SWITCHED NETWORK TECHNOLOGIES, INC.	US
0060A1	VPNet, Inc.	US
0060A2	NIHON UNISYS LIMITED CO.	JP
0060A3	CONTINUUM TECHNOLOGY CORP.	US
0060A4	GEW Technologies (PTY)Ltd	ZA
0060A5	PERFORMANCE TELECOM CORP.	US
0060A6	PARTICLE MEASURING SYSTEMS	US
0060A7	MICROSENS GmbH & CO. KG	DE
0060A8	TIDOMAT AB	SE
0060A9	GESYTEC MBH	DE
0060AA	INTELLIGENT DEVICES INC. (IDI)	US
0060AB	LARSCOM INCORPORATED	US
0060AC	RESILIENCE CORPORATION	US
0060AD	MegaChips Corporation	JP
0060AE	TRIO INFORMATION SYSTEMS AB	SE
0060AF	PACIFIC MICRO DATA, INC.	US
0060B0	Hewlett Packard	US
0060B1	Input/Output, Inc.	US
0060B2	PROCESS CONTROL CORP.	US
0060B3	Z-COM, INC.	TW
0060B4	GLENAYRE R&D INC.	CA
0060B5	KEBA GmbH	AT
0060B6	LAND COMPUTER CO., LTD.	JP
0060B7	CHANNELMATIC, INC.	US
0060B8	CORELIS Inc.	US
0060B9	NEC Platforms, Ltd	JP
0060BA	SAHARA NETWORKS, INC.	US
0060BB	Cabletron Systems, Inc.	US
0060BC	KeunYoung Electronics & Communication Co., Ltd.	KR
0060BD	Enginuity Communications	US
0060BE	WEBTRONICS	JP
0060BF	MACRAIGOR SYSTEMS, INC.	US
0060C0	Nera Networks AS	NO
0060C1	WaveSpan Corporation	US
0060C2	MPL AG	CH
0060C3	NETVISION CORPORATION	US
0060C4	SOLITON SYSTEMS K.K.	JP
0060C5	ANCOT CORP.	US
0060C6	DCS AG	DE
0060C7	AMATI COMMUNICATIONS CORP.	US
0060C8	KUKA WELDING SYSTEMS & ROBOTS	DE
0060C9	ControlNet, Inc.	US
0060CA	HARMONIC SYSTEMS INCORPORATED	US
0060CB	HITACHI ZOSEN CORPORATION	JP
0060CC	EMTRAK, INCORPORATED	US
0060CD	VideoServer, Inc.	US
0060CE	ACCLAIM COMMUNICATIONS	US
0060CF	ALTEON NETWORKS, INC.	US
0060D0	SNMP RESEARCH INCORPORATED	US
0060D1	CASCADE COMMUNICATIONS	US
0060D2	LUCENT TECHNOLOGIES TAIWAN TELECOMMUNICATIONS CO., LTD.	TW
0060D3	AT&T	US
0060D4	ELDAT COMMUNICATION LTD.	IL
0060D5	AMADA CO., LTD	JP
0060D6	NovAtel Inc.	CA
0060D7	ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE (EPFL)	CH
0060D8	ELMIC SYSTEMS, INC.	JP
0060D9	TRANSYS NETWORKS INC.	CA
0060DA	Red Lion Controls, LP	US
0060DB	NTP ELEKTRONIK A/S	DK
0060DC	NEC Magnus Communications,Ltd.	JP
0060DD	MYRICOM, INC.	US
0060DE	Kayser-Threde GmbH	DE
0060DF	Brocade Communications Systems LLC	US
0060E0	AXIOM TECHNOLOGY CO., LTD.	TW
0060E1	ORCKIT COMMUNICATIONS LTD.	IL
0060E2	QUEST ENGINEERING & DEVELOPMENT	US
0060E3	ARBIN INSTRUMENTS	US
0060E4	COMPUSERVE, INC.	US
0060E5	FUJI AUTOMATION CO., LTD.	US
0060E6	SHOMITI SYSTEMS INCORPORATED	US
0060E7	RANDATA	AU
0060E8	HITACHI COMPUTER PRODUCTS (AMERICA), INC.	US
0060E9	ATOP TECHNOLOGIES, INC.	TW
0060EA	StreamLogic	US
0060EB	FOURTHTRACK SYSTEMS	GB
0060EC	HERMARY OPTO ELECTRONICS INC.	CA
0060ED	RICARDO TEST AUTOMATION LTD.	GB
0060EE	APOLLO	US
0060EF	FLYTECH TECHNOLOGY CO., LTD.	TW
0060F0	JOHNSON & JOHNSON MEDICAL, INC	US
0060F1	EXP COMPUTER, INC.	US
0060F2	LASERGRAPHICS, INC.	US
0060F3	Performance Analysis Broadband, Spirent plc	US
0060F4	ADVANCED COMPUTER SOLUTIONS, Inc.	US
0060F5	ICON WEST, INC.	US
0060F6	NEXTEST COMMUNICATIONS PRODUCTS, INC.	US
0060F7	DATAFUSION SYSTEMS	ZA
0060F8	Loran International Technologies Inc.	CA
0060F9	DIAMOND LANE COMMUNICATIONS	US
0060FA	EDUCATIONAL TECHNOLOGY RESOURCES, INC.	US
0060FB	PACKETEER, INC.	US
0060FC	CONSERVATION THROUGH INNOVATION LTD.	US
0060FD	NetICs, Inc.	US
0060FE	LYNX SYSTEM DEVELOPERS, INC.	US
0060FF	QuVis, Inc.	US
006151	HUAWEI TECHNOLOGIES CO.,LTD	CN
006168	Nokia	CA
006171	Apple, Inc.	US
006201	Motorola Mobility LLC, a Lenovo Company	US
00620B	Broadcom Limited	US
0062EC	Cisco Systems, Inc	US
0063DE	CLOUDWALK TECHNOLOGY CO.,LTD	CN
006440	Cisco Systems, Inc	US
0064A6	Maquet CardioVascular	US
0064AF	Dish Technologies Corp	US
00651E	Amcrest Technologies	US
006619	Huawei Device Co., Ltd.	CN
00664B	HUAWEI TECHNOLOGIES CO.,LTD	CN
0066DC	Apple, Inc.	US
006762	Fiberhome Telecommunication Technologies Co.,LTD	CN
00682B	Huawei Device Co., Ltd.	CN
0068EB	HP Inc.	US
0068FE	UNINET Co.,Ltd.	KR
00692D	Sunnovo International Limited	CN
006967	IEEE Registration Authority	US
0069670	Annapurna labs	IL
0069671	miliwave	KR
0069672	Ningbo Shen Link Communication Technology Co.,Ltd	CN
0069673	Suzhou Radiant Lighting Technology Co.,Ltd	CN
0069674	Command Alkon, Inc	US
0069675	Shenzhen Xiao Bi En Culture Education Technology Co.,Ltd.	CN
0069676	Comcast-SRL	DO
0069677	PANGAEA SOLUTION INC	KR
0069678	Ambient-System sp. z o.o.	PL
0069679	Hangzhou Wise IOT Technology Co.,Ltd	CN
006967A	Zhejiang Holip Electronic Technology Co.,Ltd	CN
006967B	Datapan d.o.o.	SI
006967C	Desird Design R&D	TR
006967D	aversix	TW
006967E	Tianjin Lianwu Technology Co., Ltd.	CN
006A5E	IEEE Registration Authority	US
006A5E0	TRULY ELECTRONICS MFG.,LTD	CN
006A5E1	BroadMaster Biotech Corp	TW
006A5E2	Creative Communication	IN
006A5E3	Shenzhen yeahmoo Technology Co., Ltd.	CN
006A5E4	Evercomm (Pty) Ltd	ZA
006A5E5	Rayneo (wuxi) ltd	CN
006A5E6	DICOM CORPORATION	VN
006A5E7	Jiangsu Alstom NUG Propulsion System Co., Ltd	CN
006A5E8	Hilti Corporation	LI
006A5E9	Annapurna labs	IL
006A5EA	Annapurna labs	IL
006A5EB	AUMOVIO Brazil Industry Ltda.	BR
006A5EC	CYBERTEL BRIDGE	KR
006A5ED	Beijing Lingji Innovations technology Co,LTD.	CN
006A5EE	Oppermann Regelgeräte GmbH	DE
006B6F	HUAWEI TECHNOLOGIES CO.,LTD	CN
006B8E	Shanghai Feixun Communication Co.,Ltd.	CN
006B9E	Vizio, Inc	US
006BA0	SHENZHEN UNIVERSAL INTELLISYS PTE LTD	CN
006BF1	Cisco Systems, Inc	US
006CBC	Cisco Systems, Inc	US
006CFD	Sichuan Changhong Electric Ltd.	CN
006D52	Apple, Inc.	US
006D61	Guangzhou V-SOLUTION Electronic Technology Co., Ltd.	CN
006DFB	Vutrix Technologies Ltd	GB
006E02	Xovis AG	CH
006F64	Samsung Electronics Co.,Ltd	KR
006FF2	MITSUMI ELECTRIC CO.,LTD.	JP
007007	Espressif Inc.	CN
0070B0	M/A-COM INC. COMPANIES	US
0070B3	DATA RECALL LTD.	GB
007147	Amazon Technologies Inc.	US
0071C2	PEGATRON CORPORATION	TW
0071CC	Hon Hai Precision Ind. Co.,Ltd.	CN
007204	Samsung Electronics Co., Ltd. ARTIK	KR
007230	Nordic Semiconductor ASA	NO
007263	Netis Technology Co., Ltd.	CN
007278	Cisco Systems, Inc	US
0072EE	Intel Corporate	MY
00738D	Shenzhen TINNO Mobile Technology Corp.	CN
0073E0	Samsung Electronics Co.,Ltd	KR
00749C	Ruijie Networks Co.,LTD	CN
007532	Integrated Engineering BV	NL
0075E1	Ampt, LLC	US
00763D	Veea	US
007686	Cisco Systems, Inc	US
0076B1	Somfy-Protect By Myfox SAS	FR
0076B6	Ford Motor Company	US
00778D	Cisco Systems, Inc	US
0077E4	Nokia Solutions and Networks GmbH & Co. KG	DE
007839	Nokia	CA
007888	Cisco Systems, Inc	US
00789E	Sagemcom Broadband SAS	FR
0078CD	Ignition Design Labs	US
007AA4	FRITZ! Technology GmbH	DE
007B18	SENTRY Co., LTD.	KR
007C2D	Samsung Electronics Co.,Ltd	KR
007D3B	Samsung Electronics Co.,Ltd	KR
007D60	Apple, Inc.	US
007DFA	Volkswagen Group of America	US
007E56	China Dragon Technology Limited	CN
007E95	Cisco Systems, Inc	US
007F1D	Fantasia Trading LLC	US
007F28	Actiontec Electronics, Inc	US
008000	MULTITECH SYSTEMS, INC.	US
008001	PERIPHONICS CORPORATION	US
008002	SATELCOM (UK) LTD	GB
008003	HYTEC ELECTRONICS LTD.	GB
008004	ANTLOW COMMUNICATIONS, LTD.	GB
008005	CACTUS COMPUTER INC.	US
008006	COMPUADD CORPORATION	US
008007	DLOG NC-SYSTEME
008008	DYNATECH COMPUTER SYSTEMS	US
008009	JUPITER SYSTEMS, INC.	US
00800A	JAPAN COMPUTER CORP.	JP
00800B	CSK CORPORATION	JP
00800C	VIDECOM LIMITED	GB
00800D	VOSSWINKEL F.U.	DE
00800E	ATLANTIX CORPORATION	US
00800F	STANDARD MICROSYSTEMS	US
008010	COMMODORE INTERNATIONAL	US
008011	DIGITAL SYSTEMS INT'L. INC.	US
008012	INTEGRATED MEASUREMENT SYSTEMS	US
008013	THOMAS-CONRAD CORPORATION	US
008014	ESPRIT SYSTEMS	TW
008015	SEIKO SYSTEMS, INC.	JP
008016	WANDEL AND GOLTERMANN	US
008017	PFU LIMITED	JP
008018	KOBE STEEL, LTD.	JP
008019	DAYNA COMMUNICATIONS, INC.	US
00801A	BELL ATLANTIC	US
00801B	KODIAK TECHNOLOGY	US
00801C	NEWPORT SYSTEMS SOLUTIONS	US
00801D	INTEGRATED INFERENCE MACHINES	US
00801E	XINETRON, INC.	US
00801F	KRUPP ATLAS ELECTRONIK GMBH	DE
008020	NETWORK PRODUCTS	US
008021	Alcatel Canada Inc.	CA
008022	SCAN-OPTICS	US
008023	INTEGRATED BUSINESS NETWORKS	GB
008024	KALPANA, INC.	US
008025	Telit Wireless Solutions GmbH	DE
008026	NETWORK PRODUCTS CORPORATION	US
008027	ADAPTIVE SYSTEMS, INC.	US
008028	TRADPOST (HK) LTD	HK
008029	EAGLE TECHNOLOGY, INC.	US
00802A	TEST SYSTEMS & SIMULATIONS INC	US
00802B	INTEGRATED MARKETING CO	US
00802C	THE SAGE GROUP PLC	GB
00802D	XYLOGICS INC	US
00802E	CASTLE ROCK COMPUTING	US
00802F	NATIONAL INSTRUMENTS CORP.	US
008030	NEXUS ELECTRONICS	GB
008031	BASYS, CORP.	US
008032	ACCESS CO., LTD.	JP
008033	EMS Aviation, Inc.	US
008034	SMT GOUPIL	FR
008035	TECHNOLOGY WORKS, INC.	US
008036	REFLEX MANUFACTURING SYSTEMS	GB
008037	Ericsson Group	SE
008038	DATA RESEARCH & APPLICATIONS	US
008039	ALCATEL STC AUSTRALIA	AU
00803A	VARITYPER, INC.	US
00803B	APT COMMUNICATIONS, INC.	US
00803C	TVS ELECTRONICS LTD	IN
00803D	SURIGIKEN CO., LTD.	JP
00803E	SYNERNETICS	US
00803F	TATUNG COMPANY	TW
008040	JOHN FLUKE MANUFACTURING CO.	US
008041	VEB KOMBINAT ROBOTRON	DE
008042	Artesyn Embedded Technologies	US
008043	NETWORLD, INC.	JP
008044	SYSTECH COMPUTER CORP.	US
008045	MATSUSHITA ELECTRIC IND. CO	JP
008046	Tattile SRL	CA
008047	IN-NET CORP.	US
008048	COMPEX INCORPORATED	US
008049	NISSIN ELECTRIC CO., LTD.	JP
00804A	PRO-LOG	US
00804B	EAGLE TECHNOLOGIES PTY.LTD.	AU
00804C	CONTEC CO., LTD.	JP
00804D	CYCLONE MICROSYSTEMS, INC.	US
00804E	APEX COMPUTER COMPANY	US
00804F	DAIKIN INDUSTRIES, LTD.	JP
008050	ZIATECH CORPORATION	US
008051	FIBERMUX	US
008052	TECHNICALLY ELITE CONCEPTS	US
008053	INTELLICOM, INC.	US
008054	FRONTIER TECHNOLOGIES CORP.	US
008055	FERMILAB	US
008056	SPHINX Electronics GmbH & Co KG	DE
008057	ADSOFT, LTD.	CH
008058	PRINTER SYSTEMS CORP.	US
008059	STANLEY ELECTRIC CO., LTD	JP
00805A	TULIP COMPUTERS INTERNAT'L B.V	NL
00805B	CONDOR SYSTEMS, INC.	US
00805C	AGILIS CORPORATION	US
00805D	CANSTAR	CA
00805E	LSI LOGIC CORPORATION	US
00805F	Hewlett Packard	US
008060	NETWORK INTERFACE CORPORATION	US
008061	LITTON SYSTEMS, INC.	US
008062	INTERFACE CO.	JP
008063	Hirschmann Automation and Control GmbH	DE
008064	WYSE TECHNOLOGY LLC	US
008065	CYBERGRAPHIC SYSTEMS PTY LTD.	AU
008066	Eurotech S.p.A.	GB
008067	SQUARE D COMPANY	US
008068	YAMATECH SCIENTIFIC LTD.	CA
008069	COMPUTONE SYSTEMS	US
00806A	ERI (EMPAC RESEARCH INC.)	US
00806B	SCHMID TELECOMMUNICATION	CH
00806C	Secure Systems & Services	FR
00806D	CENTURY SYSTEMS CORP.	JP
00806E	NIPPON STEEL CORPORATION	JP
00806F	ONELAN LTD.	GB
008070	COMPUTADORAS MICRON	MX
008071	SAI TECHNOLOGY	US
008072	MICROPLEX SYSTEMS LTD.	CA
008073	DWB ASSOCIATES	US
008074	FISHER CONTROLS	US
008075	PARSYTEC GMBH	DE
008076	MCNC	US
008077	Brother industries, LTD.	JP
008078	PRACTICAL PERIPHERALS, INC.	US
008079	MICROBUS DESIGNS LTD.	GB
00807A	AITECH SYSTEMS LTD.	US
00807B	ARTEL COMMUNICATIONS CORP.	US
00807C	FIBERCOM, INC.	US
00807D	EQUINOX SYSTEMS INC.	US
00807E	SOUTHERN PACIFIC LTD.	JP
